Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,PK,PKatt,Season,Team
2006-02-22,,Champions Lg,Round of 16,Wed,Away,W,2,1,eng Chelsea,,,,,,,Terje Hauge,Match Report,Leg 1 of 2,,,,0.0,,2006,Barcelona
2006-03-07,,Champions Lg,Round of 16,Tue,Home,D,1,1,eng Chelsea,,,,,,,Markus Merk,Match Report,Leg 2 of 2; Barcelona won,,,,0.0,,2006,Barcelona
2006-03-28,,Champions Lg,Quarter-finals,Tue,Away,D,0,0,pt Benfica,,,,,,,Stephen Bennett,Match Report,Leg 1 of 2,,,,0.0,,2006,Barcelona
2006-04-05,,Champions Lg,Quarter-finals,Wed,Home,W,2,0,pt Benfica,,,,,,,Ľuboš Michel,Match Report,Leg 2 of 2; Barcelona won,,,,0.0,,2006,Barcelona
2006-04-18,,Champions Lg,Semi-finals,Tue,Away,W,1,0,it Milan,,,,,,,Alain Sars,Match Report,Leg 1 of 2,,,,0.0,,2006,Barcelona
2006-04-26,,Champions Lg,Semi-finals,Wed,Home,D,0,0,it Milan,,,,,,,Markus Merk,Match Report,Leg 2 of 2; Barcelona won,,,,0.0,,2006,Barcelona
2006-05-17,,Champions Lg,Final,Wed,Neutral,W,2,1,eng Arsenal,,,,,,,Terje Hauge,Match Report,,,,,0.0,,2006,Barcelona
2005-09-13,,Champions Lg,Group stage,Tue,Away,L,0,3,fr Lyon,,,,,,,Massimo De Santis,Match Report,,,,,0.0,,2006,Real Madrid
2005-09-28,,Champions Lg,Group stage,Wed,Home,W,2,1,gr Olympiacos,,,,,,,Markus Merk,Match Report,,,,,0.0,,2006,Real Madrid
2005-10-19,,Champions Lg,Group stage,Wed,Home,W,4,1,no Rosenborg,,,,,,,Stephen Bennett,Match Report,,,,,0.0,,2006,Real Madrid
2005-11-01,,Champions Lg,Group stage,Tue,Away,W,2,0,no Rosenborg,,,,,,,Wolfgang Stark,Match Report,,,,,0.0,,2006,Real Madrid
2005-11-23,,Champions Lg,Group stage,Wed,Home,D,1,1,fr Lyon,,,,,,,Frank de Bleeckere,Match Report,,,,,0.0,,2006,Real Madrid
2005-12-06,,Champions Lg,Group stage,Tue,Away,L,1,2,gr Olympiacos,,,,,,,Kim Milton Nielsen,Match Report,,,,,0.0,,2006,Real Madrid
2006-02-21,,Champions Lg,Round of 16,Tue,Home,L,0,1,eng Arsenal,,,,,,,Stefano Farina,Match Report,Leg 1 of 2,,,,0.0,,2006,Real Madrid
2006-03-08,,Champions Lg,Round of 16,Wed,Away,D,0,0,eng Arsenal,,,,,,,Ľuboš Michel,Match Report,Leg 2 of 2; Arsenal won,,,,0.0,,2006,Real Madrid
2004-09-14,,Champions Lg,Group stage,Tue,Away,W,3,1,sct Celtic,,,,,,,Markus Merk,Match Report,,,,,0.0,,2005,Barcelona
2004-09-29,,Champions Lg,Group stage,Wed,Home,W,3,0,ua Shakhtar,,,,,,,Terje Hauge,Match Report,,,,,1.0,,2005,Barcelona
2004-10-20,,Champions Lg,Group stage,Wed,Away,L,0,1,it Milan,,,,,,,Graham Poll,Match Report,,,,,0.0,,2005,Barcelona
2004-11-02,,Champions Lg,Group stage,Tue,Home,W,2,1,it Milan,,,,,,,Urs Meier,Match Report,,,,,0.0,,2005,Barcelona
2004-11-24,,Champions Lg,Group stage,Wed,Home,D,1,1,sct Celtic,,,,,,,Ľuboš Michel,Match Report,,,,,0.0,,2005,Barcelona
2004-12-07,,Champions Lg,Group stage,Tue,Away,L,0,2,ua Shakhtar,,,,,,,Claus Bo Larsen,Match Report,,,,,0.0,,2005,Barcelona
2005-02-23,,Champions Lg,Round of 16,Wed,Home,W,2,1,eng Chelsea,,,,,,,Anders Frisk,Match Report,Leg 1 of 2,,,,0.0,,2005,Barcelona
2005-03-08,,Champions Lg,Round of 16,Tue,Away,L,2,4,eng Chelsea,,,,,,,Pierluigi Collina,Match Report,Leg 2 of 2; Chelsea won,,,,1.0,,2005,Barcelona
2004-08-11,,Champions Lg,Third qualifying round,Wed,Away,W,2,0,pl Wisła Kraków,,,,,,,Massimo Busacca,Match Report,Leg 1 of 2,,,,0.0,,2005,Real Madrid
2004-08-25,,Champions Lg,Third qualifying round,Wed,Home,W,3,1,pl Wisła Kraków,,,,,,,Kim Milton Nielsen,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2005,Real Madrid
2004-09-15,,Champions Lg,Group stage,Wed,Away,L,0,3,de Leverkusen,,,,,,,Graham Poll,Match Report,,,,,0.0,,2005,Real Madrid
2004-09-28,,Champions Lg,Group stage,Tue,Home,W,4,2,it Roma,,,,,,,Valentin Ivanov,Match Report,,,,,1.0,,2005,Real Madrid
2004-10-19,,Champions Lg,Group stage,Tue,Home,W,1,0,ua Dynamo Kyiv,,,,,,,Gilles Veissière,Match Report,,,,,0.0,,2005,Real Madrid
2004-11-03,,Champions Lg,Group stage,Wed,Away,D,2,2,ua Dynamo Kyiv,,,,,,,Kyros Vassaras,Match Report,,,,,1.0,,2005,Real Madrid
2004-11-23,,Champions Lg,Group stage,Tue,Home,D,1,1,de Leverkusen,,,,,,,Alain Hamer,Match Report,,,,,0.0,,2005,Real Madrid
2004-12-08,,Champions Lg,Group stage,Wed,Away,W,3,0,it Roma,,,,,,,René Temmink,Match Report,,,,,1.0,,2005,Real Madrid
2005-02-22,,Champions Lg,Round of 16,Tue,Home,W,1,0,it Juventus,,,,,,,Ľuboš Michel,Match Report,Leg 1 of 2,,,,0.0,,2005,Real Madrid
2005-03-09,,Champions Lg,Round of 16,Wed,Away,L,0,2,it Juventus,,,,,,,Markus Merk,Match Report,Leg 2 of 2; Juventus won; Required Extra Time,,,,0.0,,2005,Real Madrid
2003-09-16,,Champions Lg,Group stage,Tue,Home,W,4,2,fr Marseille,,,,,,,Wolfgang Stark,Match Report,,,,,1.0,,2004,Real Madrid
2003-10-01,,Champions Lg,Group stage,Wed,Away,W,3,1,pt Porto,,,,,,,Pierluigi Collina,Match Report,,,,,0.0,,2004,Real Madrid
2003-10-22,,Champions Lg,Group stage,Wed,Home,W,1,0,rs Partizan,,,,,,,Massimo Busacca,Match Report,,,,,0.0,,2004,Real Madrid
2003-11-04,,Champions Lg,Group stage,Tue,Away,D,0,0,rs Partizan,,,,,,,Cosimo Bolognino,Match Report,,,,,0.0,,2004,Real Madrid
2003-11-26,,Champions Lg,Group stage,Wed,Away,W,2,1,fr Marseille,,,,,,,Anders Frisk,Match Report,,,,,0.0,,2004,Real Madrid
2003-12-09,,Champions Lg,Group stage,Tue,Home,D,1,1,pt Porto,,,,,,,Stephen Bennett,Match Report,,,,,0.0,,2004,Real Madrid
2004-02-24,,Champions Lg,Round of 16,Tue,Away,D,1,1,de Bayern Munich,,,,,,,Terje Hauge,Match Report,Leg 1 of 2,,,,0.0,,2004,Real Madrid
2004-03-10,,Champions Lg,Round of 16,Wed,Home,W,1,0,de Bayern Munich,,,,,,,Urs Meier,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2004,Real Madrid
2004-03-24,,Champions Lg,Quarter-finals,Wed,Home,W,4,2,fr Monaco,,,,,,,Ľuboš Michel,Match Report,Leg 1 of 2,,,,0.0,,2004,Real Madrid
2004-04-06,,Champions Lg,Quarter-finals,Tue,Away,L,1,3,fr Monaco,,,,,,,Pierluigi Collina,Match Report,Leg 2 of 2; Monaco won,,,,0.0,,2004,Real Madrid
2002-09-17,,Champions Lg,First group stage,Tue,Away,W,3,0,it Roma,,,,,,,Markus Merk,Match Report,,,,,0.0,,2003,Real Madrid
2002-09-25,,Champions Lg,First group stage,Wed,Home,W,6,0,be Genk,,,,,,,Knud Erik Fisker,Match Report,,,,,1.0,,2003,Real Madrid
2002-10-02,,Champions Lg,First group stage,Wed,Away,D,3,3,gr AEK Athens,,,,,,,Valentin Ivanov,Match Report,,,,,0.0,,2003,Real Madrid
2002-10-22,,Champions Lg,First group stage,Tue,Home,D,2,2,gr AEK Athens,,,,,,,Herbert Fandel,Match Report,,,,,0.0,,2003,Real Madrid
2002-10-30,,Champions Lg,First group stage,Wed,Home,L,0,1,it Roma,,,,,,,Hugh Dallas,Match Report,,,,,0.0,,2003,Real Madrid
2002-11-12,,Champions Lg,First group stage,Tue,Away,D,1,1,be Genk,,,,,,,Jacek Granat,Match Report,,,,,0.0,,2003,Real Madrid
2002-11-26,,Champions Lg,Second group stage,Tue,Away,L,0,1,it Milan,,,,,,,Urs Meier,Match Report,,,,,0.0,,2003,Real Madrid
2002-12-11,,Champions Lg,Second group stage,Wed,Home,D,2,2,ru Loko Moscow,,,,,,,Graham Barber,Match Report,,,,,0.0,,2003,Real Madrid
2003-02-19,,Champions Lg,Second group stage,Wed,Home,W,2,1,de Dortmund,,,,,,,Ľuboš Michel,Match Report,,,,,0.0,,2003,Real Madrid
2003-02-25,,Champions Lg,Second group stage,Tue,Away,D,1,1,de Dortmund,,,,,,,Graham Poll,Match Report,,,,,0.0,,2003,Real Madrid
2003-03-12,,Champions Lg,Second group stage,Wed,Home,W,3,1,it Milan,,,,,,,Kim Milton Nielsen,Match Report,,,,,0.0,,2003,Real Madrid
2003-03-18,,Champions Lg,Second group stage,Tue,Away,W,1,0,ru Loko Moscow,,,,,,,Claude Colombo,Match Report,,,,,0.0,,2003,Real Madrid
2003-04-08,,Champions Lg,Quarter-finals,Tue,Home,W,3,1,eng Manchester Utd,,,,,,,Anders Frisk,Match Report,Leg 1 of 2,,,,0.0,,2003,Real Madrid
2003-04-23,,Champions Lg,Quarter-finals,Wed,Away,L,3,4,eng Manchester Utd,,,,,,,Pierluigi Collina,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2003,Real Madrid
2003-05-06,,Champions Lg,Semi-finals,Tue,Home,W,2,1,it Juventus,,,,,,,Terje Hauge,Match Report,Leg 1 of 2,,,,0.0,,2003,Real Madrid
2003-05-14,,Champions Lg,Semi-finals,Wed,Away,L,1,3,it Juventus,,,,,,,Urs Meier,Match Report,Leg 2 of 2; Juventus won,,,,0.0,,2003,Real Madrid
2002-08-14,,Champions Lg,Third qualifying round,Wed,Home,W,3,0,pl Legia Warsaw,,,,,,,Michal Benes,Match Report,Leg 1 of 2,,,,0.0,,2003,Barcelona
2002-08-28,,Champions Lg,Third qualifying round,Wed,Away,W,1,0,pl Legia Warsaw,,,,,,,Alfredo Trentalange,Match Report,Leg 2 of 2; Barcelona won,,,,1.0,,2003,Barcelona
2002-09-18,,Champions Lg,First group stage,Wed,Home,W,3,2,be Club Brugge,,,,,,,Helmut Fleischer,Match Report,,,,,0.0,,2003,Barcelona
2002-09-24,,Champions Lg,First group stage,Tue,Away,W,2,0,tr Galatasaray,,,,,,,Domenico Messina,Match Report,,,,,0.0,,2003,Barcelona
2002-10-01,,Champions Lg,First group stage,Tue,Away,W,3,1,ru Loko Moscow,,,,,,,Thomas Michael Mccurry,Match Report,,,,,0.0,,2003,Barcelona
2002-10-23,,Champions Lg,First group stage,Wed,Home,W,1,0,ru Loko Moscow,,,,,,,Alain Hamer,Match Report,,,,,0.0,,2003,Barcelona
2002-10-29,,Champions Lg,First group stage,Tue,Away,W,1,0,be Club Brugge,,,,,,,Graham Poll,Match Report,,,,,0.0,,2003,Barcelona
2002-11-13,,Champions Lg,First group stage,Wed,Home,W,3,1,tr Galatasaray,,,,,,,Dick van Egmond,Match Report,,,,,0.0,,2003,Barcelona
2002-11-27,,Champions Lg,Second group stage,Wed,Away,W,2,1,de Leverkusen,,,,,,,Kyros Vassaras,Match Report,,,,,0.0,,2003,Barcelona
2002-12-11,,Champions Lg,Second group stage,Wed,Home,W,3,1,eng Newcastle Utd,,,,,,,Frank de Bleeckere,Match Report,,,,,0.0,,2003,Barcelona
2003-02-18,,Champions Lg,Second group stage,Tue,Home,W,3,0,it Inter,,,,,,,Anders Frisk,Match Report,,,,,0.0,,2003,Barcelona
2003-02-26,,Champions Lg,Second group stage,Wed,Away,D,0,0,it Inter,,,,,,,Urs Meier,Match Report,,,,,0.0,,2003,Barcelona
2003-03-11,,Champions Lg,Second group stage,Tue,Home,W,2,0,de Leverkusen,,,,,,,Stéphane Bré,Match Report,,,,,0.0,,2003,Barcelona
2003-03-19,,Champions Lg,Second group stage,Wed,Away,W,2,0,eng Newcastle Utd,,,,,,,Jan Wegereef,Match Report,,,,,0.0,,2003,Barcelona
2003-04-09,,Champions Lg,Quarter-finals,Wed,Away,D,1,1,it Juventus,,,,,,,Ľuboš Michel,Match Report,Leg 1 of 2,,,,0.0,,2003,Barcelona
2003-04-22,,Champions Lg,Quarter-finals,Tue,Home,L,1,2,it Juventus,,,,,,,Graham Poll,Match Report,Leg 2 of 2; Juventus won; Required Extra Time,,,,0.0,,2003,Barcelona
2001-09-11,,Champions Lg,First group stage,Tue,Away,W,2,1,it Roma,,,,,,,Graham Poll,Match Report,,,,,0.0,,2002,Real Madrid
2001-09-19,,Champions Lg,First group stage,Wed,Home,W,4,0,ru Loko Moscow,,,,,,,Stéphane Bré,Match Report,,,,,1.0,,2002,Real Madrid
2001-09-26,,Champions Lg,First group stage,Wed,Home,W,4,1,be Anderlecht,,,,,,,Terje Hauge,Match Report,,,,,0.0,,2002,Real Madrid
2001-10-16,,Champions Lg,First group stage,Tue,Away,W,2,0,be Anderlecht,,,,,,,Knud Erik Fisker,Match Report,,,,,0.0,,2002,Real Madrid
2001-10-24,,Champions Lg,First group stage,Wed,Home,D,1,1,it Roma,,,,,,,Hellmut Krug,Match Report,,,,,1.0,,2002,Real Madrid
2001-10-30,,Champions Lg,First group stage,Tue,Away,L,0,2,ru Loko Moscow,,,,,,,Mike Riley,Match Report,,,,,0.0,,2002,Real Madrid
2001-11-21,,Champions Lg,Second group stage,Wed,Away,W,3,2,cz Sparta Prague,,,,,,,Stefano Braschi,Match Report,,,,,0.0,,2002,Real Madrid
2001-12-04,,Champions Lg,Second group stage,Tue,Home,W,3,0,gr Panathinaikos,,,,,,,Gilles Veissière,Match Report,,,,,0.0,,2002,Real Madrid
2002-02-19,,Champions Lg,Second group stage,Tue,Home,W,1,0,pt Porto,,,,,,,Markus Merk,Match Report,,,,,0.0,,2002,Real Madrid
2002-02-27,,Champions Lg,Second group stage,Wed,Away,W,2,1,pt Porto,,,,,,,Pierluigi Collina,Match Report,,,,,0.0,,2002,Real Madrid
2002-03-12,,Champions Lg,Second group stage,Tue,Home,W,3,0,cz Sparta Prague,,,,,,,Graham Poll,Match Report,,,,,0.0,,2002,Real Madrid
2002-03-20,,Champions Lg,Second group stage,Wed,Away,D,2,2,gr Panathinaikos,,,,,,,Domenico Messina,Match Report,,,,,0.0,,2002,Real Madrid
2002-04-02,,Champions Lg,Quarter-finals,Tue,Away,L,1,2,de Bayern Munich,,,,,,,Hugh Dallas,Match Report,Leg 1 of 2,,,,0.0,,2002,Real Madrid
2002-04-10,,Champions Lg,Quarter-finals,Wed,Home,W,2,0,de Bayern Munich,,,,,,,Stefano Braschi,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2002,Real Madrid
2002-04-23,,Champions Lg,Semi-finals,Tue,Away,W,2,0,es Barcelona,,,,,,,Anders Frisk,Match Report,Leg 1 of 2,,,,0.0,,2002,Real Madrid
2002-05-01,,Champions Lg,Semi-finals,Wed,Home,D,1,1,es Barcelona,,,,,,,Pierluigi Collina,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2002,Real Madrid
2002-05-15,,Champions Lg,Final,Wed,Neutral,W,2,1,de Leverkusen,,,,,,,Urs Meier,Match Report,,,,,0.0,,2002,Real Madrid
2001-08-08,,Champions Lg,Third qualifying round,Wed,Away,W,4,3,pl Wisła Kraków,,,,,,,Rune Pedersen,Match Report,Leg 1 of 2,,,,1.0,,2002,Barcelona
2001-08-21,,Champions Lg,Third qualifying round,Tue,Home,W,1,0,pl Wisła Kraków,,,,,,,Gilles Veissière,Match Report,Leg 2 of 2; Barcelona won,,,,0.0,,2002,Barcelona
2001-09-18,,Champions Lg,First group stage,Tue,Away,W,3,0,tr Fenerbahçe,,,,,,,Anders Frisk,Match Report,,,,,0.0,,2002,Barcelona
2001-09-25,,Champions Lg,First group stage,Tue,Away,L,1,2,de Leverkusen,,,,,,,Hugh Dallas,Match Report,,,,,0.0,,2002,Barcelona
2001-10-10,,Champions Lg,First group stage,Wed,Home,W,2,0,fr Lyon,,,,,,,Kim Milton Nielsen,Match Report,,,,,1.0,,2002,Barcelona
2001-10-17,,Champions Lg,First group stage,Wed,Home,W,2,1,de Leverkusen,,,,,,,Pierluigi Collina,Match Report,,,,,0.0,,2002,Barcelona
2001-10-23,,Champions Lg,First group stage,Tue,Away,W,3,2,fr Lyon,,,,,,,Graham Poll,Match Report,,,,,0.0,,2002,Barcelona
2001-10-31,,Champions Lg,First group stage,Wed,Home,W,1,0,tr Fenerbahçe,,,,,,,Stuart Dougal,Match Report,,,,,0.0,,2002,Barcelona
2001-11-20,,Champions Lg,Second group stage,Tue,Away,W,3,1,eng Liverpool,,,,,,,Hellmut Krug,Match Report,,,,,0.0,,2002,Barcelona
2001-12-05,,Champions Lg,Second group stage,Wed,Home,D,2,2,tr Galatasaray,,,,,,,Markus Merk,Match Report,,,,,0.0,,2002,Barcelona
2002-02-20,,Champions Lg,Second group stage,Wed,Home,D,1,1,it Roma,,,,,,,Gilles Veissière,Match Report,,,,,0.0,,2002,Barcelona
2002-02-26,,Champions Lg,Second group stage,Tue,Away,L,0,3,it Roma,,,,,,,Kim Milton Nielsen,Match Report,,,,,0.0,,2002,Barcelona
2002-03-13,,Champions Lg,Second group stage,Wed,Home,D,0,0,eng Liverpool,,,,,,,Kyros Vassaras,Match Report,,,,,0.0,,2002,Barcelona
2002-03-19,,Champions Lg,Second group stage,Tue,Away,W,1,0,tr Galatasaray,,,,,,,René Temmink,Match Report,,,,,0.0,,2002,Barcelona
2002-04-03,,Champions Lg,Quarter-finals,Wed,Away,L,0,1,gr Panathinaikos,,,,,,,Terje Hauge,Match Report,Leg 1 of 2,,,,0.0,,2002,Barcelona
2002-04-09,,Champions Lg,Quarter-finals,Tue,Home,W,3,1,gr Panathinaikos,,,,,,,Urs Meier,Match Report,Leg 2 of 2; Barcelona won,,,,0.0,,2002,Barcelona
2002-04-23,,Champions Lg,Semi-finals,Tue,Home,L,0,2,es Real Madrid,,,,,,,Anders Frisk,Match Report,Leg 1 of 2,,,,0.0,,2002,Barcelona
2002-05-01,,Champions Lg,Semi-finals,Wed,Away,D,1,1,es Real Madrid,,,,,,,Pierluigi Collina,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2002,Barcelona
2000-09-12,,Champions Lg,First group stage,Tue,Away,D,2,2,pt Sporting CP,,,,,,,Alfredo Trentalange,Match Report,,,,,0.0,,2001,Real Madrid
2000-09-20,,Champions Lg,First group stage,Wed,Home,W,1,0,ru Spartak Moscow,,,,,,,Leslie Irvine,Match Report,,,,,0.0,,2001,Real Madrid
2000-09-27,,Champions Lg,First group stage,Wed,Away,W,3,2,de Leverkusen,,,,,,,Karl-Erik Nilsson,Match Report,,,,,0.0,,2001,Real Madrid
2000-10-17,,Champions Lg,First group stage,Tue,Home,W,5,3,de Leverkusen,,,,,,,Domenico Messina,Match Report,,,,,1.0,,2001,Real Madrid
2000-10-25,,Champions Lg,First group stage,Wed,Home,W,4,0,pt Sporting CP,,,,,,,Urs Meier,Match Report,,,,,0.0,,2001,Real Madrid
2000-11-07,,Champions Lg,First group stage,Tue,Away,L,0,1,ru Spartak Moscow,,,,,,,Stéphane Bré,Match Report,,,,,0.0,,2001,Real Madrid
2000-11-22,,Champions Lg,Second group stage,Wed,Away,W,2,0,eng Leeds United,,,,,,,Dick Jol,Match Report,,,,,0.0,,2001,Real Madrid
2000-12-05,,Champions Lg,Second group stage,Tue,Home,W,4,1,be Anderlecht,,,,,,,Hugh Dallas,Match Report,,,,,1.0,,2001,Real Madrid
2001-02-13,,Champions Lg,Second group stage,Tue,Home,W,3,2,it Lazio,,,,,,,Gilles Veissière,Match Report,,,,,1.0,,2001,Real Madrid
2001-02-21,,Champions Lg,Second group stage,Wed,Away,D,2,2,it Lazio,,,,,,,Vítor Melo Pereira,Match Report,,,,,0.0,,2001,Real Madrid
2001-03-06,,Champions Lg,Second group stage,Tue,Home,W,3,2,eng Leeds United,,,,,,,Ryszard Wójcik,Match Report,,,,,0.0,,2001,Real Madrid
2001-03-14,,Champions Lg,Second group stage,Wed,Away,L,0,2,be Anderlecht,,,,,,,Alain Sars,Match Report,,,,,0.0,,2001,Real Madrid
2001-04-03,,Champions Lg,Quarter-finals,Tue,Away,L,2,3,tr Galatasaray,,,,,,,Pierluigi Collina,Match Report,Leg 1 of 2,,,,0.0,,2001,Real Madrid
2001-04-18,,Champions Lg,Quarter-finals,Wed,Home,W,3,0,tr Galatasaray,,,,,,,Anders Frisk,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2001,Real Madrid
2001-05-01,,Champions Lg,Semi-finals,Tue,Home,L,0,1,de Bayern Munich,,,,,,,Hugh Dallas,Match Report,Leg 1 of 2,,,,0.0,,2001,Real Madrid
2001-05-09,,Champions Lg,Semi-finals,Wed,Away,L,1,2,de Bayern Munich,,,,,,,Kim Milton Nielsen,Match Report,Leg 2 of 2; Bayern Munich won,,,,0.0,,2001,Real Madrid
2000-09-13,,Champions Lg,First group stage,Wed,Home,W,4,0,eng Leeds United,,,,,,,Markus Merk,Match Report,,,,,0.0,,2001,Barcelona
2000-09-19,,Champions Lg,First group stage,Tue,Away,L,0,3,tr Beşiktaş,,,,,,,Claude Colombo,Match Report,,,,,0.0,,2001,Barcelona
2000-09-26,,Champions Lg,First group stage,Tue,Home,L,0,2,it Milan,,,,,,,Hellmut Krug,Match Report,,,,,0.0,,2001,Barcelona
2000-10-18,,Champions Lg,First group stage,Wed,Away,D,3,3,it Milan,,,,,,,Hugh Dallas,Match Report,,,,,0.0,,2001,Barcelona
2000-10-24,,Champions Lg,First group stage,Tue,Away,D,1,1,eng Leeds United,,,,,,,Terje Hauge,Match Report,,,,,0.0,,2001,Barcelona
2000-11-08,,Champions Lg,First group stage,Wed,Home,W,5,0,tr Beşiktaş,,,,,,,Urs Meier,Match Report,,,,,1.0,,2001,Barcelona
1999-09-14,,Champions Lg,First group stage,Tue,Away,W,2,1,se AIK Stockholm,,,,,,,Alain Sars,Match Report,,,,,0.0,,2000,Barcelona
1999-09-22,,Champions Lg,First group stage,Wed,Home,W,4,2,it Fiorentina,,,,,,,Kim Milton Nielsen,Match Report,,,,,1.0,,2000,Barcelona
1999-09-29,,Champions Lg,First group stage,Wed,Home,D,1,1,eng Arsenal,,,,,,,Markus Merk,Match Report,,,,,0.0,,2000,Barcelona
1999-10-19,,Champions Lg,First group stage,Tue,Away,W,4,2,eng Arsenal,,,,,,,Urs Meier,Match Report,,,,,1.0,,2000,Barcelona
1999-10-27,,Champions Lg,First group stage,Wed,Home,W,5,0,se AIK Stockholm,,,,,,,Leslie Irvine,Match Report,,,,,0.0,,2000,Barcelona
1999-11-02,,Champions Lg,First group stage,Tue,Away,D,3,3,it Fiorentina,,,,,,,Hugh Dallas,Match Report,,,,,0.0,,2000,Barcelona
1999-11-23,,Champions Lg,Second group stage,Tue,Away,D,1,1,de Hertha BSC,,,,,,,Nikolay Levnikov,Match Report,,,,,0.0,,2000,Barcelona
1999-12-08,,Champions Lg,Second group stage,Wed,Home,W,5,0,cz Sparta Prague,,,,,,,Pierluigi Collina,Match Report,,,,,0.0,,2000,Barcelona
2000-03-01,,Champions Lg,Second group stage,Wed,Home,W,4,2,pt Porto,,,,,,,Paul Durkin,Match Report,,,,,0.0,,2000,Barcelona
2000-03-07,,Champions Lg,Second group stage,Tue,Away,W,2,0,pt Porto,,,,,,,Stefano Braschi,Match Report,,,,,0.0,,2000,Barcelona
2000-03-15,,Champions Lg,Second group stage,Wed,Home,W,3,1,de Hertha BSC,,,,,,,Michel Piraux,Match Report,,,,,0.0,,2000,Barcelona
2000-03-21,,Champions Lg,Second group stage,Tue,Away,W,2,1,cz Sparta Prague,,,,,,,Rune Pedersen,Match Report,,,,,0.0,,2000,Barcelona
2000-04-05,,Champions Lg,Quarter-finals,Wed,Away,L,1,3,eng Chelsea,,,,,,,Markus Merk,Match Report,Leg 1 of 2,,,,0.0,,2000,Barcelona
2000-04-18,,Champions Lg,Quarter-finals,Tue,Home,W,5,1,eng Chelsea,,,,,,,Anders Frisk,Match Report,Leg 2 of 2; Barcelona won; Required Extra Time,,,,1.0,,2000,Barcelona
2000-05-02,,Champions Lg,Semi-finals,Tue,Away,L,1,4,es Valencia,,,,,,,Urs Meier,Match Report,Leg 1 of 2,,,,0.0,,2000,Barcelona
2000-05-10,,Champions Lg,Semi-finals,Wed,Home,W,2,1,es Valencia,,,,,,,Vítor Melo Pereira,Match Report,Leg 2 of 2; Valencia won,,,,0.0,,2000,Barcelona
1999-09-15,,Champions Lg,First group stage,Wed,Away,D,3,3,gr Olympiacos,,,,,,,Mario van der Ende,Match Report,,,,,0.0,,2000,Real Madrid
1999-09-21,,Champions Lg,First group stage,Tue,Home,W,4,1,no Molde,,,,,,,Hartmut Strampe,Match Report,,,,,1.0,,2000,Real Madrid
1999-09-28,,Champions Lg,First group stage,Tue,Home,W,3,1,pt Porto,,,,,,,Pierluigi Collina,Match Report,,,,,1.0,,2000,Real Madrid
1999-10-20,,Champions Lg,First group stage,Wed,Away,L,1,2,pt Porto,,,,,,,Bernd Heynemann,Match Report,,,,,0.0,,2000,Real Madrid
1999-10-26,,Champions Lg,First group stage,Tue,Home,W,3,0,gr Olympiacos,,,,,,,Markus Merk,Match Report,,,,,0.0,,2000,Real Madrid
1999-11-03,,Champions Lg,First group stage,Wed,Away,W,1,0,no Molde,,,,,,,Gilles Veissière,Match Report,,,,,0.0,,2000,Real Madrid
1999-11-24,,Champions Lg,Second group stage,Wed,Away,W,2,1,ua Dynamo Kyiv,,,,,,,David Elleray,Match Report,,,,,0.0,,2000,Real Madrid
1999-12-07,,Champions Lg,Second group stage,Tue,Home,W,3,1,no Rosenborg,,,,,,,Michel Piraux,Match Report,,,,,0.0,,2000,Real Madrid
2000-02-29,,Champions Lg,Second group stage,Tue,Home,L,2,4,de Bayern Munich,,,,,,,Kim Milton Nielsen,Match Report,,,,,0.0,,2000,Real Madrid
2000-03-08,,Champions Lg,Second group stage,Wed,Away,L,1,4,de Bayern Munich,,,,,,,Dick Jol,Match Report,,,,,0.0,,2000,Real Madrid
2000-03-14,,Champions Lg,Second group stage,Tue,Home,D,2,2,ua Dynamo Kyiv,,,,,,,Alain Sars,Match Report,,,,,1.0,,2000,Real Madrid
2000-03-22,,Champions Lg,Second group stage,Wed,Away,W,1,0,no Rosenborg,,,,,,,Nikolay Levnikov,Match Report,,,,,0.0,,2000,Real Madrid
2000-04-04,,Champions Lg,Quarter-finals,Tue,Home,D,0,0,eng Manchester Utd,,,,,,,Gilles Veissière,Match Report,Leg 1 of 2,,,,0.0,,2000,Real Madrid
2000-04-19,,Champions Lg,Quarter-finals,Wed,Away,W,3,2,eng Manchester Utd,,,,,,,Pierluigi Collina,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2000,Real Madrid
2000-05-03,,Champions Lg,Semi-finals,Wed,Home,W,2,0,de Bayern Munich,,,,,,,Anders Frisk,Match Report,Leg 1 of 2,,,,0.0,,2000,Real Madrid
2000-05-09,,Champions Lg,Semi-finals,Tue,Away,L,1,2,de Bayern Munich,,,,,,,Graham Poll,Match Report,Leg 2 of 2; Real Madrid won,,,,0.0,,2000,Real Madrid
2000-05-24,,Champions Lg,Final,Wed,Neutral,W,3,0,es Valencia,,,,,,,Stefano Braschi,Match Report,,,,,0.0,,2000,Real Madrid
