Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,PK,PKatt,Season,Team
2022-09-07,21:00,Champions Lg,Group stage,Wed,Home,W,5,1,cz Viktoria Plzeň,2.3,0.8,76.0,77411.0,Sergi Roberto,4-3-3,Lawrence Visser,Match Report,,20.0,10.0,16.2,0.0,0.0,2023,Barcelona
2022-09-13,21:00,Champions Lg,Group stage,Tue,Away,L,0,2,de Bayern Munich,2.0,1.7,53.0,75000.0,Sergio Busquets,4-3-3,Danny Makkelie,Match Report,,18.0,4.0,16.1,0.0,0.0,2023,Barcelona
2022-10-04,21:00,Champions Lg,Group stage,Tue,Away,L,0,1,it Inter,0.5,0.2,71.0,71368.0,Sergio Busquets,4-3-3,Slavko Vinčič,Match Report,,7.0,2.0,14.5,0.0,0.0,2023,Barcelona
2022-10-12,21:00,Champions Lg,Group stage,Wed,Home,D,3,3,it Inter,2.2,2.0,61.0,92302.0,Sergio Busquets,4-3-3,Szymon Marciniak,Match Report,,25.0,10.0,16.8,0.0,0.0,2023,Barcelona
2022-10-26,21:00,Champions Lg,Group stage,Wed,Home,L,0,3,de Bayern Munich,0.7,2.1,52.0,84016.0,Sergio Busquets,4-3-3,Anthony Taylor,Match Report,,9.0,0.0,21.2,0.0,0.0,2023,Barcelona
2022-11-01,21:00,Champions Lg,Group stage,Tue,Away,W,4,2,cz Viktoria Plzeň,2.3,2.6,76.0,11258.0,Gerard Piqué,4-3-3,Radu Petrescu,Match Report,,11.0,7.0,16.2,0.0,0.0,2023,Barcelona
2022-09-06,20:00,Champions Lg,Group stage,Tue,Away,W,3,0,sct Celtic,1.9,1.4,64.0,57057.0,Karim Benzema,4-3-3,Sandro Schärer,Match Report,,12.0,6.0,16.0,0.0,0.0,2023,Real Madrid
2022-09-14,21:00,Champions Lg,Group stage,Wed,Home,W,2,0,de RB Leipzig,0.9,0.7,52.0,54289.0,Nacho,4-3-3,Maurizio Mariani,Match Report,,12.0,3.0,17.1,0.0,0.0,2023,Real Madrid
2022-10-05,21:00,Champions Lg,Group stage,Wed,Home,W,2,1,ua Shakhtar,3.4,0.8,59.0,56011.0,Karim Benzema,4-3-3,Ivan Kružliak,Match Report,,36.0,13.0,16.9,0.0,0.0,2023,Real Madrid
2022-10-11,22:00,Champions Lg,Group stage,Tue,Away,D,1,1,ua Shakhtar,1.1,0.5,58.0,29030.0,Karim Benzema,4-2-3-1,Orel Grinfeeld,Match Report,,17.0,5.0,19.6,0.0,0.0,2023,Real Madrid
2022-10-25,21:00,Champions Lg,Group stage,Tue,Away,L,2,3,de RB Leipzig,2.1,2.2,56.0,45228.0,Nacho,4-2-3-1,Daniele Orsato,Match Report,,11.0,5.0,19.3,1.0,1.0,2023,Real Madrid
2022-11-02,18:45,Champions Lg,Group stage,Wed,Home,W,5,1,sct Celtic,3.8,2.1,64.0,52511.0,Luka Modrić,4-3-3,Stéphanie Frappart,Match Report,,23.0,7.0,16.4,2.0,2.0,2023,Real Madrid
2023-02-21,20:00,Champions Lg,Round of 16,Tue,Away,W,5,2,eng Liverpool,1.6,1.8,48.0,52337.0,Karim Benzema,4-3-3,István Kovács,Match Report,Leg 1 of 2,9.0,6.0,16.8,0.0,0.0,2023,Real Madrid
2023-03-15,21:00,Champions Lg,Round of 16,Wed,Home,W,1,0,eng Liverpool,2.2,0.6,54.0,63127.0,Karim Benzema,4-3-3,Felix Zwayer,Match Report,Leg 2 of 2; Real Madrid won,17.0,7.0,19.0,0.0,0.0,2023,Real Madrid
2023-04-12,21:00,Champions Lg,Quarter-finals,Wed,Home,W,2,0,eng Chelsea,2.3,0.7,57.0,63142.0,Karim Benzema,4-3-3,François Letexier,Match Report,Leg 1 of 2,18.0,9.0,17.5,0.0,0.0,2023,Real Madrid
2023-04-18,20:00,Champions Lg,Quarter-finals,Tue,Away,W,2,0,eng Chelsea,1.8,1.9,46.0,39453.0,Karim Benzema,4-3-3,Daniele Orsato,Match Report,Leg 2 of 2; Real Madrid won,9.0,6.0,11.9,0.0,0.0,2023,Real Madrid
2023-05-09,21:00,Champions Lg,Semi-finals,Tue,Home,D,1,1,eng Manchester City,0.7,0.5,45.0,63485.0,Karim Benzema,4-3-3,Artur Dias,Match Report,Leg 1 of 2,13.0,4.0,20.5,0.0,0.0,2023,Real Madrid
2023-05-17,20:00,Champions Lg,Semi-finals,Wed,Away,L,0,4,eng Manchester City,0.5,2.8,41.0,52313.0,Karim Benzema,4-3-3,Szymon Marciniak,Match Report,Leg 2 of 2; Manchester City won,7.0,3.0,20.4,0.0,0.0,2023,Real Madrid
2022-09-07,21:00,Champions Lg,Group stage,Wed,Home,W,2,1,pt Porto,0.8,2.0,53.0,51777.0,Koke,3-1-4-2,Szymon Marciniak,Match Report,,10.0,3.0,21.1,0.0,0.0,2023,Atletico Madrid
2022-09-13,21:00,Champions Lg,Group stage,Tue,Away,L,0,2,de Leverkusen,0.9,1.8,55.0,25825.0,Koke,5-3-2,Michael Oliver,Match Report,,12.0,3.0,18.5,0.0,0.0,2023,Atletico Madrid
2022-10-04,21:00,Champions Lg,Group stage,Tue,Away,L,0,2,be Club Brugge,2.1,1.3,52.0,25667.0,Koke,4-4-2,István Kovács,Match Report,,19.0,5.0,20.0,0.0,1.0,2023,Atletico Madrid
2022-10-12,18:45,Champions Lg,Group stage,Wed,Home,D,0,0,be Club Brugge,2.3,0.6,65.0,60810.0,Koke,5-3-2,Danny Makkelie,Match Report,,21.0,9.0,14.8,0.0,0.0,2023,Atletico Madrid
2022-10-26,21:00,Champions Lg,Group stage,Wed,Home,D,2,2,de Leverkusen,2.6,1.5,64.0,63803.0,Jan Oblak,4-4-2,Clément Turpin,Match Report,,22.0,9.0,17.9,0.0,1.0,2023,Atletico Madrid
2022-11-01,17:45,Champions Lg,Group stage,Tue,Away,L,1,2,pt Porto,0.8,2.7,50.0,47546.0,Jan Oblak,3-4-3,Daniele Orsato,Match Report,,11.0,5.0,22.1,0.0,0.0,2023,Atletico Madrid
2021-09-15,21:00,Champions Lg,Group stage,Wed,Away,W,1,0,it Inter,1.2,2.4,53.0,37082.0,Karim Benzema,4-3-3,Daniel Siebert,Match Report,,12.0,2.0,16.3,0.0,0.0,2022,Real Madrid
2021-09-28,21:00,Champions Lg,Group stage,Tue,Home,L,1,2,md Sheriff Tiraspol,3.1,0.4,75.0,24522.0,Karim Benzema,4-3-3,Lawrence Visser,Match Report,,30.0,10.0,18.0,1.0,1.0,2022,Real Madrid
2021-10-19,22:00,Champions Lg,Group stage,Tue,Away,W,5,0,ua Shakhtar,2.6,0.7,58.0,34037.0,Karim Benzema,4-3-3,Srđan Jovanović,Match Report,,23.0,10.0,21.3,0.0,0.0,2022,Real Madrid
2021-11-03,18:45,Champions Lg,Group stage,Wed,Home,W,2,1,ua Shakhtar,2.0,1.3,54.0,38105.0,Karim Benzema,4-3-3,Benoît Bastien,Match Report,,13.0,6.0,17.9,0.0,0.0,2022,Real Madrid
2021-11-24,22:00,Champions Lg,Group stage,Wed,Away,W,3,0,md Sheriff Tiraspol,1.5,1.4,69.0,5932.0,Karim Benzema,4-3-3,Szymon Marciniak,Match Report,,17.0,8.0,17.2,0.0,0.0,2022,Real Madrid
2021-12-07,21:00,Champions Lg,Group stage,Tue,Home,W,2,0,it Inter,1.2,0.9,50.0,44887.0,Luka Modrić,4-3-3,Felix Brych,Match Report,,15.0,5.0,16.3,0.0,0.0,2022,Real Madrid
2022-02-15,21:00,Champions Lg,Round of 16,Tue,Away,L,0,1,fr Paris S-G,0.2,2.0,43.0,47443.0,Karim Benzema,4-3-3,Daniele Orsato,Match Report,Leg 1 of 2,3.0,0.0,18.6,0.0,0.0,2022,Real Madrid
2022-03-09,21:00,Champions Lg,Round of 16,Wed,Home,W,3,1,fr Paris S-G,2.0,0.8,44.0,59895.0,Karim Benzema,4-3-3,Danny Makkelie,Match Report,Leg 2 of 2; Real Madrid won,21.0,7.0,19.7,0.0,0.0,2022,Real Madrid
2022-04-06,20:00,Champions Lg,Quarter-finals,Wed,Away,W,3,1,eng Chelsea,1.8,1.3,43.0,38689.0,Karim Benzema,4-3-3,Clément Turpin,Match Report,Leg 1 of 2,8.0,5.0,17.1,0.0,0.0,2022,Real Madrid
2022-04-12,21:00,Champions Lg,Quarter-finals,Tue,Home,L,2,3,eng Chelsea,1.2,2.7,43.0,59839.0,Karim Benzema,4-3-3,Szymon Marciniak,Match Report,Leg 2 of 2; Real Madrid won; Required Extra Time,10.0,4.0,20.5,0.0,0.0,2022,Real Madrid
2022-04-26,20:00,Champions Lg,Semi-finals,Tue,Away,L,3,4,eng Manchester City,1.6,2.7,41.0,52217.0,Karim Benzema,4-3-3,István Kovács,Match Report,Leg 1 of 2,10.0,4.0,15.0,1.0,1.0,2022,Real Madrid
2022-05-04,21:00,Champions Lg,Semi-finals,Wed,Home,W,3,1,eng Manchester City,2.3,1.4,45.0,61416.0,Karim Benzema,4-2-3-1,Daniele Orsato,Match Report,Leg 2 of 2; Real Madrid won; Required Extra Time,13.0,4.0,15.6,1.0,1.0,2022,Real Madrid
2022-05-28,21:30,Champions Lg,Final,Sat,Neutral,W,1,0,eng Liverpool,0.9,2.2,46.0,75000.0,Karim Benzema,4-3-3,Clément Turpin,Match Report,,4.0,1.0,14.5,0.0,0.0,2022,Real Madrid
2021-09-14,21:00,Champions Lg,Group stage,Tue,Home,L,0,3,de Bayern Munich,0.2,2.7,49.0,39737.0,Sergio Busquets,3-1-4-2,Michael Oliver,Match Report,,5.0,0.0,21.9,0.0,0.0,2022,Barcelona
2021-09-29,20:00,Champions Lg,Group stage,Wed,Away,L,0,3,pt Benfica,1.2,1.9,59.0,29454.0,Sergio Busquets,3-4-1-2,Daniele Orsato,Match Report,,8.0,0.0,15.5,0.0,0.0,2022,Barcelona
2021-10-20,18:45,Champions Lg,Group stage,Wed,Home,W,1,0,ua Dynamo Kyiv,2.2,0.1,62.0,45968.0,Sergio Busquets,4-3-3,Clément Turpin,Match Report,,11.0,3.0,11.8,0.0,0.0,2022,Barcelona
2021-11-02,22:00,Champions Lg,Group stage,Tue,Away,W,1,0,ua Dynamo Kyiv,1.1,1.1,64.0,31378.0,Sergio Busquets,4-3-3,Ovidiu Hațegan,Match Report,,15.0,3.0,15.9,0.0,0.0,2022,Barcelona
2021-11-23,21:00,Champions Lg,Group stage,Tue,Home,D,0,0,pt Benfica,1.4,1.2,65.0,49572.0,Sergio Busquets,3-4-3,Sergey Karasev,Match Report,,14.0,3.0,18.5,0.0,0.0,2022,Barcelona
2021-12-08,21:00,Champions Lg,Group stage,Wed,Away,L,0,3,de Bayern Munich,0.4,2.4,48.0,,Sergio Busquets,4-3-3,Ovidiu Hațegan,Match Report,,7.0,2.0,20.7,0.0,0.0,2022,Barcelona
2021-09-15,21:00,Champions Lg,Group stage,Wed,Home,D,0,0,pt Porto,0.3,1.6,56.0,40098.0,Koke,3-1-4-2,Ovidiu Hațegan,Match Report,,6.0,2.0,22.0,0.0,0.0,2022,Atletico Madrid
2021-09-28,21:00,Champions Lg,Group stage,Tue,Away,W,2,1,it Milan,2.1,0.7,64.0,35374.0,Koke,4-4-2,Cüneyt Çakιr,Match Report,,21.0,4.0,20.0,1.0,1.0,2022,Atletico Madrid
2021-10-19,21:00,Champions Lg,Group stage,Tue,Home,L,2,3,eng Liverpool,2.2,1.3,32.0,60725.0,Koke,3-1-4-2,Daniel Siebert,Match Report,,8.0,5.0,14.4,0.0,0.0,2022,Atletico Madrid
2021-11-03,20:00,Champions Lg,Group stage,Wed,Away,L,0,2,eng Liverpool,0.2,3.0,29.0,51347.0,Koke,3-4-3,Danny Makkelie,Match Report,,5.0,0.0,28.7,0.0,0.0,2022,Atletico Madrid
2021-11-24,21:00,Champions Lg,Group stage,Wed,Home,L,0,1,it Milan,0.9,1.3,43.0,61019.0,Koke,3-1-4-2,Slavko Vinčič,Match Report,,6.0,2.0,16.5,0.0,0.0,2022,Atletico Madrid
2021-12-07,20:00,Champions Lg,Group stage,Tue,Away,W,3,1,pt Porto,3.7,1.6,33.0,38830.0,Koke,3-5-2,Clément Turpin,Match Report,,14.0,5.0,10.6,0.0,0.0,2022,Atletico Madrid
2022-02-23,21:00,Champions Lg,Round of 16,Wed,Home,D,1,1,eng Manchester Utd,1.3,0.6,38.0,63273.0,Jan Oblak,3-5-2,Ovidiu Hațegan,Match Report,Leg 1 of 2,13.0,1.0,15.5,0.0,0.0,2022,Atletico Madrid
2022-03-15,20:00,Champions Lg,Round of 16,Tue,Away,W,1,0,eng Manchester Utd,0.5,1.0,40.0,73008.0,Koke,3-1-4-2,Slavko Vinčič,Match Report,Leg 2 of 2; Atlético Madrid won,8.0,3.0,26.3,0.0,0.0,2022,Atletico Madrid
2022-04-05,20:00,Champions Lg,Quarter-finals,Tue,Away,L,0,1,eng Manchester City,0.0,1.0,30.0,52018.0,Koke,5-3-2,István Kovács,Match Report,Leg 1 of 2,0.0,0.0,,0.0,0.0,2022,Atletico Madrid
2022-04-13,21:00,Champions Lg,Quarter-finals,Wed,Home,D,0,0,eng Manchester City,0.8,1.2,41.0,65675.0,Koke,5-4-1,Daniel Siebert,Match Report,Leg 2 of 2; Manchester City won,14.0,3.0,16.7,0.0,0.0,2022,Atletico Madrid
2020-10-21,21:00,Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,0.4,2.6,42.0,,Koke,4-4-2,Michael Oliver,Match Report,,6.0,1.0,17.2,0.0,0.0,2021,Atletico Madrid
2020-10-27,21:00,Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,2.5,1.1,50.0,,Koke,4-4-2,Ovidiu Hațegan,Match Report,,19.0,8.0,16.6,0.0,0.0,2021,Atletico Madrid
2020-11-03,20:55,Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,1.0,0.9,65.0,8147.0,Jan Oblak,4-3-2-1,Benoît Bastien,Match Report,,14.0,6.0,16.7,0.0,0.0,2021,Atletico Madrid
2020-11-25,21:00,Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,1.6,0.2,65.0,,Koke,4-4-2,Slavko Vinčič,Match Report,,20.0,5.0,19.8,0.0,0.0,2021,Atletico Madrid
2020-12-01,21:00,Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,1.6,1.1,46.0,,Koke,3-5-2,Clément Turpin,Match Report,,13.0,3.0,16.8,0.0,0.0,2021,Atletico Madrid
2020-12-09,21:00,Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,0.6,1.4,43.0,,Koke,3-1-4-2,Anthony Taylor,Match Report,,7.0,4.0,25.6,0.0,0.0,2021,Atletico Madrid
2021-02-23,21:00,Champions Lg,Round of 16,Tue,Neutral,L,0,1,eng Chelsea,0.8,1.0,37.0,,Koke,3-4-3,Felix Brych,Match Report,Leg 1 of 2,6.0,0.0,19.8,0.0,0.0,2021,Atletico Madrid
2021-03-17,20:00,Champions Lg,Round of 16,Wed,Away,L,0,2,eng Chelsea,0.5,2.0,45.0,,Koke,4-4-2,Daniele Orsato,Match Report,Leg 2 of 2; Chelsea won,10.0,4.0,15.4,0.0,0.0,2021,Atletico Madrid
2020-10-21,18:55,Champions Lg,Group stage,Wed,Home,L,2,3,ua Shakhtar,1.0,1.7,59.0,,Marcelo,4-3-3,Srđan Jovanović,Match Report,,12.0,5.0,22.1,0.0,0.0,2021,Real Madrid
2020-10-27,21:00,Champions Lg,Group stage,Tue,Away,D,2,2,de M'Gladbach,2.6,1.6,65.0,,Sergio Ramos,4-3-3,Orel Grinfeeld,Match Report,,22.0,6.0,15.2,0.0,0.0,2021,Real Madrid
2020-11-03,21:00,Champions Lg,Group stage,Tue,Home,W,3,2,it Inter,1.2,0.7,55.0,,Sergio Ramos,4-3-3,Clément Turpin,Match Report,,12.0,7.0,15.1,0.0,0.0,2021,Real Madrid
2020-11-25,21:00,Champions Lg,Group stage,Wed,Away,W,2,0,it Inter,2.0,0.2,62.0,,Raphaël Varane,4-2-3-1,Anthony Taylor,Match Report,,13.0,4.0,19.5,1.0,1.0,2021,Real Madrid
2020-12-01,19:55,Champions Lg,Group stage,Tue,Away,L,0,2,ua Shakhtar,1.4,1.3,59.0,,Karim Benzema,4-2-3-1,Ovidiu Hațegan,Match Report,,15.0,8.0,16.5,0.0,0.0,2021,Real Madrid
2020-12-09,21:00,Champions Lg,Group stage,Wed,Home,W,2,0,de M'Gladbach,2.8,1.0,63.0,,Sergio Ramos,4-3-3,Björn Kuipers,Match Report,,19.0,7.0,14.0,0.0,0.0,2021,Real Madrid
2021-02-24,21:00,Champions Lg,Round of 16,Wed,Away,W,1,0,it Atalanta,1.5,0.1,68.0,,Raphaël Varane,4-3-3,Tobias Stieler,Match Report,Leg 1 of 2,19.0,4.0,20.9,0.0,0.0,2021,Real Madrid
2021-03-16,21:00,Champions Lg,Round of 16,Tue,Home,W,3,1,it Atalanta,2.7,1.3,53.0,,Sergio Ramos,3-5-2,Danny Makkelie,Match Report,Leg 2 of 2; Real Madrid won,11.0,5.0,17.2,1.0,1.0,2021,Real Madrid
2021-04-06,21:00,Champions Lg,Quarter-finals,Tue,Home,W,3,1,eng Liverpool,2.1,0.7,45.0,,Karim Benzema,4-3-3,Felix Brych,Match Report,Leg 1 of 2,16.0,7.0,16.7,0.0,0.0,2021,Real Madrid
2021-04-14,20:00,Champions Lg,Quarter-finals,Wed,Away,D,0,0,eng Liverpool,0.8,1.2,44.0,,Karim Benzema,4-3-3,Björn Kuipers,Match Report,Leg 2 of 2; Real Madrid won,6.0,2.0,21.4,0.0,0.0,2021,Real Madrid
2021-04-27,21:00,Champions Lg,Semi-finals,Tue,Home,D,1,1,eng Chelsea,0.7,1.7,51.0,,Marcelo,3-5-2,Danny Makkelie,Match Report,Leg 1 of 2,9.0,1.0,20.4,0.0,0.0,2021,Real Madrid
2021-05-05,20:00,Champions Lg,Semi-finals,Wed,Away,L,0,2,eng Chelsea,0.5,4.0,67.0,,Sergio Ramos,3-5-2,Daniele Orsato,Match Report,Leg 2 of 2; Chelsea won,7.0,5.0,23.4,0.0,0.0,2021,Real Madrid
2020-10-20,21:00,Champions Lg,Group stage,Tue,Home,W,5,1,hu Ferencváros,2.8,1.3,61.0,,Lionel Messi,4-2-3-1,Sandro Schärer,Match Report,,21.0,10.0,20.6,1.0,1.0,2021,Barcelona
2020-10-28,21:00,Champions Lg,Group stage,Wed,Away,W,2,0,it Juventus,2.3,0.4,58.0,,Lionel Messi,4-2-3-1,Danny Makkelie,Match Report,,12.0,3.0,18.0,1.0,1.0,2021,Barcelona
2020-11-04,21:00,Champions Lg,Group stage,Wed,Home,W,2,1,ua Dynamo Kyiv,3.5,2.7,63.0,,Lionel Messi,4-2-3-1,Michael Oliver,Match Report,,21.0,13.0,16.4,1.0,1.0,2021,Barcelona
2020-11-24,22:00,Champions Lg,Group stage,Tue,Away,W,4,0,ua Dynamo Kyiv,3.0,0.3,69.0,,Marc-André ter Stegen,4-2-3-1,Matej Jug,Match Report,,15.0,6.0,18.2,1.0,1.0,2021,Barcelona
2020-12-02,21:00,Champions Lg,Group stage,Wed,Away,W,3,0,hu Ferencváros,4.0,0.8,62.0,,Sergio Busquets,4-2-3-1,Aliaksei Kulbakou,Match Report,,18.0,4.0,17.5,1.0,1.0,2021,Barcelona
2020-12-08,21:00,Champions Lg,Group stage,Tue,Home,L,0,3,it Juventus,0.9,2.9,59.0,,Lionel Messi,4-2-3-1,Tobias Stieler,Match Report,,19.0,7.0,21.3,0.0,0.0,2021,Barcelona
2021-02-16,21:00,Champions Lg,Round of 16,Tue,Home,L,1,4,fr Paris S-G,1.6,2.8,53.0,,Lionel Messi,4-3-3,Björn Kuipers,Match Report,Leg 1 of 2,11.0,3.0,19.5,1.0,1.0,2021,Barcelona
2021-03-10,21:00,Champions Lg,Round of 16,Wed,Away,D,1,1,fr Paris S-G,2.2,1.7,72.0,,Lionel Messi,3-4-1-2,Anthony Taylor,Match Report,Leg 2 of 2; Paris S-G won,20.0,9.0,16.8,0.0,1.0,2021,Barcelona
2019-09-18,21:00,Champions Lg,Group stage,Wed,Away,L,0,3,fr Paris S-G,0.6,1.7,48.0,46361.0,Karim Benzema,4-3-3,Anthony Taylor,Match Report,,10.0,0.0,20.5,0.0,0.0,2020,Real Madrid
2019-10-01,18:55,Champions Lg,Group stage,Tue,Home,D,2,2,be Club Brugge,2.3,1.4,73.0,65112.0,Sergio Ramos,4-3-3,Georgi Kabakov,Match Report,,27.0,7.0,17.6,0.0,0.0,2020,Real Madrid
2019-10-22,22:00,Champions Lg,Group stage,Tue,Away,W,1,0,tr Galatasaray,2.4,1.2,44.0,48886.0,Sergio Ramos,4-3-3,Daniele Orsato,Match Report,,26.0,12.0,18.9,0.0,0.0,2020,Real Madrid
2019-11-06,21:00,Champions Lg,Group stage,Wed,Home,W,6,0,tr Galatasaray,4.2,0.6,69.0,65492.0,Sergio Ramos,4-3-3,Felix Zwayer,Match Report,,19.0,10.0,16.3,1.0,1.0,2020,Real Madrid
2019-11-26,21:00,Champions Lg,Group stage,Tue,Home,D,2,2,fr Paris S-G,3.9,2.4,53.0,75534.0,Sergio Ramos,4-3-1-2,Artur Soares Dias,Match Report,,27.0,12.0,17.0,0.0,0.0,2020,Real Madrid
2019-12-11,21:00,Champions Lg,Group stage,Wed,Away,W,3,1,be Club Brugge,1.2,1.0,57.0,27308.0,Raphaël Varane,4-2-3-1,Tobias Stieler,Match Report,,11.0,5.0,18.4,0.0,0.0,2020,Real Madrid
2020-02-26,21:00,Champions Lg,Round of 16,Wed,Home,L,1,2,eng Manchester City,1.2,3.2,49.0,75615.0,Sergio Ramos,4-3-3,Daniele Orsato,Match Report,Leg 1 of 2,9.0,3.0,14.5,0.0,0.0,2020,Real Madrid
2020-08-07,20:00,Champions Lg,Round of 16,Fri,Away,L,1,2,eng Manchester City,0.8,2.1,45.0,,Karim Benzema,4-3-3,Felix Brych,Match Report,Leg 2 of 2; Manchester City won,9.0,4.0,19.9,0.0,0.0,2020,Real Madrid
2019-09-17,21:00,Champions Lg,Group stage,Tue,Away,D,0,0,de Dortmund,0.4,3.4,59.0,66099.0,Sergio Busquets,4-3-3,Ovidiu Hațegan,Match Report,,7.0,1.0,14.3,0.0,0.0,2020,Barcelona
2019-10-02,21:00,Champions Lg,Group stage,Wed,Home,W,2,1,it Inter,1.5,1.1,65.0,86141.0,Lionel Messi,4-3-3,Damir Skomina,Match Report,,17.0,7.0,21.6,0.0,0.0,2020,Barcelona
2019-10-23,21:00,Champions Lg,Group stage,Wed,Away,W,2,1,cz Slavia Prague,2.5,1.5,51.0,19170.0,Lionel Messi,4-3-3,Bobby Madden,Match Report,,13.0,7.0,12.7,0.0,0.0,2020,Barcelona
2019-11-05,18:55,Champions Lg,Group stage,Tue,Home,D,0,0,cz Slavia Prague,2.3,0.3,62.0,67023.0,Lionel Messi,4-2-3-1,Michael Oliver,Match Report,,14.0,6.0,17.1,0.0,0.0,2020,Barcelona
2019-11-27,21:00,Champions Lg,Group stage,Wed,Home,W,3,1,de Dortmund,2.4,1.6,46.0,90071.0,Lionel Messi,4-3-3,Clément Turpin,Match Report,,13.0,6.0,16.4,0.0,0.0,2020,Barcelona
2019-12-10,21:00,Champions Lg,Group stage,Tue,Away,W,2,1,it Inter,1.5,1.7,62.0,71818.0,Ivan Rakitić,3-1-4-2,Björn Kuipers,Match Report,,18.0,5.0,21.7,0.0,0.0,2020,Barcelona
2020-02-25,21:00,Champions Lg,Round of 16,Tue,Away,D,1,1,it Napoli,1.6,0.7,66.0,44388.0,Lionel Messi,4-3-3,Felix Brych,Match Report,Leg 1 of 2,8.0,2.0,15.5,0.0,0.0,2020,Barcelona
2020-08-08,21:00,Champions Lg,Round of 16,Sat,Home,W,3,1,it Napoli,1.1,2.2,51.0,,Lionel Messi,4-3-1-2,Cüneyt Çakιr,Match Report,Leg 2 of 2; Barcelona won,6.0,3.0,20.3,1.0,1.0,2020,Barcelona
2020-08-14,20:00,Champions Lg,Quarter-finals,Fri,Neutral,L,2,8,de Bayern Munich,1.1,5.3,51.0,,Lionel Messi,4-4-2,Damir Skomina,Match Report,,7.0,5.0,15.9,0.0,0.0,2020,Barcelona
2019-09-18,21:00,Champions Lg,Group stage,Wed,Home,D,2,2,it Juventus,2.3,1.1,46.0,66283.0,Koke,4-4-2,Danny Makkelie,Match Report,,19.0,8.0,15.5,0.0,0.0,2020,Atletico Madrid
2019-10-01,22:00,Champions Lg,Group stage,Tue,Away,W,2,0,ru Loko Moscow,2.9,1.1,61.0,27051.0,Koke,4-4-2,Orel Grinfeeld,Match Report,,20.0,9.0,14.9,0.0,0.0,2020,Atletico Madrid
2019-10-22,18:55,Champions Lg,Group stage,Tue,Home,W,1,0,de Leverkusen,0.8,0.5,40.0,56776.0,Koke,4-1-2-1-2◆,Artur Soares Dias,Match Report,,6.0,2.0,18.3,0.0,0.0,2020,Atletico Madrid
2019-11-06,21:00,Champions Lg,Group stage,Wed,Away,L,1,2,de Leverkusen,2.0,1.3,48.0,28160.0,Koke,4-1-2-1-2◆,Damir Skomina,Match Report,,13.0,8.0,17.1,0.0,0.0,2020,Atletico Madrid
2019-11-26,21:00,Champions Lg,Group stage,Tue,Away,L,0,1,it Juventus,0.7,0.4,42.0,40486.0,Koke,4-4-2,Anthony Taylor,Match Report,,15.0,2.0,19.1,0.0,0.0,2020,Atletico Madrid
2019-12-11,21:00,Champions Lg,Group stage,Wed,Home,W,2,0,ru Loko Moscow,3.2,0.1,67.0,58426.0,Koke,4-4-2,Viktor Kassai,Match Report,,21.0,4.0,22.6,1.0,2.0,2020,Atletico Madrid
2020-02-18,21:00,Champions Lg,Round of 16,Tue,Home,W,1,0,eng Liverpool,1.2,0.5,29.0,67443.0,Koke,4-4-2,Szymon Marciniak,Match Report,Leg 1 of 2,7.0,2.0,29.3,0.0,0.0,2020,Atletico Madrid
2020-03-11,20:00,Champions Lg,Round of 16,Wed,Away,W,3,2,eng Liverpool,1.1,3.4,30.0,52267.0,Koke,4-4-2,Danny Makkelie,Match Report,Leg 2 of 2; Atlético Madrid won; Required Extra Time,10.0,6.0,23.9,0.0,0.0,2020,Atletico Madrid
2020-08-13,21:00,Champions Lg,Quarter-finals,Thu,Neutral,L,1,2,de RB Leipzig,1.1,0.9,43.0,,Koke,4-4-2,Szymon Marciniak,Match Report,,8.0,2.0,20.2,1.0,1.0,2020,Atletico Madrid
2018-09-18,18:55,Champions Lg,Group stage,Tue,Home,W,4,0,nl PSV Eindhoven,1.5,0.7,75.0,73462.0,Lionel Messi,4-3-3,Tasos Sidiropoulos,Match Report,,21.0,9.0,20.5,0.0,0.0,2019,Barcelona
2018-10-03,20:00,Champions Lg,Group stage,Wed,Away,W,4,2,eng Tottenham,1.4,0.5,61.0,82137.0,Lionel Messi,4-3-3,Tobias Stieler,Match Report,,13.0,8.0,18.7,0.0,0.0,2019,Barcelona
2018-10-24,21:00,Champions Lg,Group stage,Wed,Home,W,2,0,it Inter,2.2,1.0,67.0,86290.0,Sergio Busquets,4-3-3,Ovidiu Hațegan,Match Report,,21.0,11.0,17.7,0.0,0.0,2019,Barcelona
2018-11-06,21:00,Champions Lg,Group stage,Tue,Away,D,1,1,it Inter,1.6,1.0,65.0,70915.0,Sergio Busquets,4-3-3,Szymon Marciniak,Match Report,,26.0,8.0,19.7,0.0,0.0,2019,Barcelona
2018-11-28,21:00,Champions Lg,Group stage,Wed,Away,W,2,1,nl PSV Eindhoven,2.4,3.0,65.0,34600.0,Lionel Messi,4-3-3,Miroslav Zelinka,Match Report,,22.0,6.0,16.7,0.0,0.0,2019,Barcelona
