Unnamed: 0,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,home_elo,away_elo
1997,2013-09-18,Milan,Celtic,2.0,0.0,H,1602.32,1454.8
1998,2013-10-01,Ajax,Milan,1.0,1.0,D,1597.56,1605.08
2001,2013-11-26,Celtic,Milan,0.0,3.0,A,1440.4,1619.48
2002,2013-12-11,Milan,Ajax,0.0,0.0,D,1615.4,1601.64
2006,2012-10-02,Juventus,Shakhtar,1.0,1.0,D,1657.28,1559.36
2007,2012-10-23,Nordsjælland,Juventus,1.0,1.0,D,1476.6,1649.72
2008,2012-11-07,Juventus,Nordsjælland,4.0,0.0,H,1658.4,1467.92
2010,2012-12-05,Shakhtar,Juventus,0.0,1.0,A,1542.16,1675.6
2011,2013-02-12,Celtic,Juventus,0.0,3.0,A,1430.16,1685.84
2012,2013-03-06,Juventus,Celtic,2.0,0.0,H,1691.72,1424.28
2013,2013-04-02,Bayern Munich,Juventus,2.0,0.0,H,1805.28,1679.96
2014,2013-04-10,Juventus,Bayern Munich,0.0,2.0,A,1664.24,1821.0
2015,2012-09-18,Milan,Anderlecht,0.0,0.0,D,1605.16,1479.0
2016,2012-10-03,Zenit,Milan,2.0,3.0,A,1435.28,1619.24
2017,2012-10-24,Málaga,Milan,1.0,0.0,H,1523.92,1595.32
2018,2012-11-06,Milan,Málaga,1.0,1.0,D,1588.6,1530.64
2019,2012-11-21,Anderlecht,Milan,1.0,3.0,A,1462.4,1605.2
2020,2012-12-04,Milan,Zenit,0.0,1.0,A,1574.0,1466.48
2024,2011-09-28,Milan,Viktoria Plzeň,2.0,0.0,H,1582.32,1383.2
2025,2011-10-19,Milan,BATE Borisov,2.0,0.0,H,1592.44,1434.12
2026,2011-11-01,BATE Borisov,Milan,1.0,1.0,D,1440.16,1586.4
2028,2011-12-06,Viktoria Plzeň,Milan,2.0,2.0,D,1391.48,1578.12
2033,2011-09-14,Internazionale,Trabzonspor,0.0,1.0,A,1616.52,1530.24
2034,2011-09-27,CSKA Moscow,Internazionale,2.0,3.0,A,1561.92,1637.48
2035,2011-10-18,Lille,Internazionale,0.0,1.0,A,1461.2,1651.24
2036,2011-11-02,Internazionale,Lille,2.0,1.0,H,1659.28,1453.16
2037,2011-11-22,Trabzonspor,Internazionale,1.0,1.0,D,1534.72,1654.8
2038,2011-12-07,Internazionale,CSKA Moscow,1.0,2.0,A,1627.0,1589.72
2039,2012-02-22,Marseille,Internazionale,1.0,0.0,H,1469.56,1599.6
2040,2012-03-13,Internazionale,Marseille,2.0,1.0,H,1610.08,1459.08
2041,2010-09-15,Milan,Auxerre,2.0,0.0,H,1591.2,1489.48
2042,2010-09-28,Ajax,Milan,1.0,1.0,D,1598.2,1594.64
2045,2010-11-23,Auxerre,Milan,0.0,2.0,A,1472.64,1611.48
2046,2010-12-08,Milan,Ajax,0.0,2.0,A,1587.88,1621.8
2049,2010-09-14,Twente,Internazionale,2.0,2.0,D,1463.32,1604.36
2050,2010-09-29,Internazionale,Werder Bremen,4.0,0.0,H,1616.64,1500.48
2053,2010-11-24,Internazionale,Twente,1.0,0.0,H,1626.12,1453.84
2054,2010-12-07,Werder Bremen,Internazionale,3.0,0.0,H,1524.76,1601.84
2055,2011-02-23,Internazionale,Bayern Munich,0.0,1.0,A,1590.88,1831.96
2056,2011-03-15,Bayern Munich,Internazionale,2.0,3.0,A,1798.28,1624.56
2057,2011-04-05,Internazionale,Schalke 04,2.0,5.0,A,1594.76,1518.32
2058,2011-04-13,Schalke 04,Internazionale,2.0,1.0,H,1539.84,1573.24
2060,2009-09-29,Rubin Kazan,Internazionale,1.0,1.0,D,1542.08,1574.4
2061,2009-10-20,Internazionale,Dynamo Kyiv,2.0,2.0,D,1567.32,1502.76
2062,2009-11-04,Dynamo Kyiv,Internazionale,1.0,2.0,A,1483.6,1586.48
2064,2009-12-09,Internazionale,Rubin Kazan,2.0,0.0,H,1601.16,1527.4
2067,2010-03-31,Internazionale,CSKA Moscow,1.0,0.0,H,1617.64,1573.24
2068,2010-04-06,CSKA Moscow,Internazionale,0.0,1.0,A,1552.92,1637.96
2072,2009-09-15,Marseille,Milan,1.0,2.0,A,1443.52,1603.44
2073,2009-09-30,Milan,Zürich,0.0,1.0,A,1574.48,1514.52
2076,2009-11-25,Milan,Marseille,1.0,1.0,D,1564.92,1453.08
2077,2009-12-08,Zürich,Milan,1.0,1.0,D,1514.56,1564.88
2080,2009-09-15,Juventus,Bordeaux,1.0,1.0,D,1651.4,1462.84
2081,2009-09-30,Bayern Munich,Juventus,0.0,0.0,D,1788.04,1661.64
2082,2009-10-21,Juventus,Maccabi Haifa,1.0,0.0,H,1670.84,1492.16
2083,2009-11-03,Maccabi Haifa,Juventus,0.0,1.0,A,1479.24,1683.76
2084,2009-11-25,Bordeaux,Juventus,2.0,0.0,H,1491.96,1654.64
2085,2009-12-08,Juventus,Bayern Munich,1.0,4.0,A,1639.36,1803.32
2086,2008-09-16,Panathinaikos,Internazionale,0.0,2.0,A,1454.12,1651.28
2087,2008-10-01,Internazionale,Werder Bremen,1.0,1.0,D,1641.92,1534.12
2088,2008-10-22,Internazionale,Anorthosis,1.0,0.0,H,1651.88,1490.04
2089,2008-11-04,Anorthosis,Internazionale,3.0,3.0,D,1496.28,1645.64
2090,2008-11-26,Internazionale,Panathinaikos,0.0,1.0,A,1613.6,1486.16
2091,2008-12-09,Werder Bremen,Internazionale,2.0,1.0,H,1555.8,1591.92
2094,2008-08-13,Juventus,FC Petržalka,4.0,0.0,H,1649.44,1489.92
2095,2008-08-26,FC Petržalka,Juventus,1.0,1.0,D,1496.04,1643.32
2096,2008-09-17,Juventus,Zenit,1.0,0.0,H,1651.84,1457.96
2097,2008-09-30,BATE Borisov,Juventus,2.0,2.0,D,1448.84,1643.16
2100,2008-11-25,Zenit,Juventus,0.0,0.0,D,1465.36,1635.76
2101,2008-12-10,Juventus,BATE Borisov,0.0,0.0,D,1623.92,1460.68
2104,2007-09-19,Fenerbahçe,Internazionale,1.0,0.0,H,1526.36,1569.76
2105,2007-10-02,Internazionale,PSV,2.0,0.0,H,1580.92,1443.72
2106,2007-10-23,CSKA Moscow,Internazionale,1.0,2.0,A,1531.64,1602.2
2107,2007-11-07,Internazionale,CSKA Moscow,4.0,2.0,H,1615.52,1518.32
2108,2007-11-27,Internazionale,Fenerbahçe,3.0,0.0,H,1627.92,1513.96
2109,2007-12-12,PSV,Internazionale,0.0,1.0,A,1431.08,1640.56
2112,2007-09-18,Milan,Benfica,2.0,1.0,H,1584.64,1590.92
2113,2007-10-03,Celtic,Milan,2.0,1.0,H,1450.44,1558.48
2114,2007-10-24,Milan,Shakhtar,4.0,1.0,H,1574.72,1525.92
2115,2007-11-06,Shakhtar,Milan,0.0,3.0,A,1505.84,1594.8
2116,2007-11-28,Benfica,Milan,1.0,1.0,D,1588.28,1597.44
2117,2007-12-04,Milan,Celtic,1.0,0.0,H,1607.16,1440.72
2120,2006-09-12,Sporting CP,Internazionale,1.0,0.0,H,1460.08,1612.0
2121,2006-09-27,Internazionale,Bayern Munich,0.0,2.0,A,1599.72,1815.6
2122,2006-10-18,Internazionale,Spartak Moscow,2.0,1.0,H,1610.64,1468.44
2123,2006-10-31,Spartak Moscow,Internazionale,0.0,1.0,A,1453.64,1625.44
2124,2006-11-22,Internazionale,Sporting CP,1.0,0.0,H,1634.4,1451.12
2125,2006-12-05,Bayern Munich,Internazionale,1.0,1.0,D,1803.96,1646.04
2126,2007-02-21,Internazionale,Valencia,2.0,2.0,D,1638.8,1571.24
2127,2007-03-06,Valencia,Internazionale,0.0,0.0,D,1572.24,1637.8
2128,2006-08-09,Milan,Red Star,1.0,0.0,H,1616.76,1446.96
2129,2006-08-22,Red Star,Milan,1.0,2.0,A,1433.6,1630.12
2130,2006-09-13,Milan,AEK Athens,3.0,0.0,H,1641.48,1508.16
2131,2006-09-26,Lille,Milan,0.0,0.0,D,1460.72,1633.92
2132,2006-10-17,Anderlecht,Milan,0.0,1.0,A,1449.12,1647.2
2133,2006-11-01,Milan,Anderlecht,4.0,1.0,H,1654.92,1441.4
2134,2006-11-21,AEK Athens,Milan,1.0,0.0,H,1533.6,1629.48
2135,2006-12-06,Milan,Lille,0.0,2.0,A,1598.32,1491.88
2136,2007-02-20,Celtic,Milan,0.0,0.0,D,1446.72,1592.32
2137,2007-03-07,Milan,Celtic,1.0,0.0,H,1602.12,1436.92
2138,2007-04-03,Milan,Bayern Munich,2.0,2.0,D,1610.36,1795.72
2139,2007-04-11,Bayern Munich,Milan,0.0,2.0,A,1763.92,1642.16
2143,2005-08-10,Shakhtar,Internazionale,0.0,2.0,A,1490.48,1653.16
2144,2005-08-24,Internazionale,Shakhtar,1.0,1.0,D,1642.24,1501.4
2145,2005-09-13,Artmedia,Internazionale,0.0,1.0,A,1485.2,1657.04
2146,2005-09-28,Internazionale,Rangers,1.0,0.0,H,1663.96,1428.68
2147,2005-10-19,Porto,Internazionale,2.0,0.0,H,1526.08,1637.6
2148,2005-11-01,Internazionale,Porto,2.0,1.0,H,1648.92,1514.76
2149,2005-11-23,Internazionale,Artmedia,4.0,0.0,H,1657.96,1476.16
2150,2005-12-06,Rangers,Internazionale,1.0,1.0,D,1438.16,1648.48
2151,2006-02-22,Ajax,Internazionale,2.0,2.0,D,1620.44,1649.84
2152,2006-03-14,Internazionale,Ajax,1.0,0.0,H,1665.36,1604.92
2153,2006-03-29,Internazionale,Villarreal,2.0,1.0,H,1674.16,1487.12
2154,2006-04-04,Villarreal,Internazionale,1.0,0.0,H,1514.64,1646.64
2155,2005-09-13,Milan,Fenerbahçe,3.0,1.0,H,1652.72,1503.4
2156,2005-09-28,Schalke 04,Milan,2.0,2.0,D,1543.44,1649.12
2157,2005-10-19,Milan,PSV,0.0,0.0,D,1636.16,1444.04
2158,2005-11-01,PSV,Milan,1.0,0.0,H,1471.8,1608.4
2159,2005-11-23,Fenerbahçe,Milan,0.0,4.0,A,1486.52,1625.28
2160,2005-12-06,Milan,Schalke 04,3.0,2.0,H,1638.04,1530.68
2161,2006-02-21,Bayern Munich,Milan,1.0,1.0,D,1754.6,1647.36
2162,2006-03-08,Milan,Bayern Munich,4.0,1.0,H,1670.64,1731.32
2163,2006-03-29,Lyon,Milan,0.0,0.0,D,1582.72,1668.32
2164,2006-04-04,Milan,Lyon,3.0,1.0,H,1680.88,1570.16
2167,2005-09-14,Club Brugge,Juventus,1.0,2.0,A,1425.8,1636.48
2168,2005-09-27,Juventus,Rapid Wien,3.0,0.0,H,1645.64,1466.24
2169,2005-10-18,Bayern Munich,Juventus,2.0,1.0,H,1743.88,1633.08
2170,2005-11-02,Juventus,Bayern Munich,2.0,1.0,H,1656.56,1720.4
2171,2005-11-22,Juventus,Club Brugge,1.0,0.0,H,1663.2,1419.16
2172,2005-12-07,Rapid Wien,Juventus,1.0,3.0,A,1454.24,1675.2
2173,2006-02-22,Werder Bremen,Juventus,3.0,2.0,H,1579.76,1651.24
2174,2006-03-07,Juventus,Werder Bremen,2.0,1.0,H,1664.52,1566.48
2177,2004-08-10,Juventus,Djurgården,2.0,2.0,D,1653.52,1511.0
2178,2004-08-25,Djurgården,Juventus,1.0,4.0,A,1496.2,1668.32
2179,2004-09-15,Ajax,Juventus,0.0,1.0,A,1585.68,1687.56
2180,2004-09-28,Juventus,Maccabi Tel Aviv,1.0,0.0,H,1694.6,1462.4
2181,2004-10-19,Juventus,Bayern Munich,1.0,0.0,H,1713.2,1701.8
2182,2004-11-03,Bayern Munich,Juventus,0.0,1.0,A,1679.6,1735.4
2183,2004-11-23,Juventus,Ajax,1.0,0.0,H,1745.04,1576.04
2184,2004-12-08,Maccabi Tel Aviv,Juventus,1.0,1.0,D,1474.08,1733.36
2189,2004-09-14,Shakhtar,Milan,0.0,1.0,A,1488.52,1693.76
2190,2004-09-29,Milan,Celtic,3.0,1.0,H,1699.6,1431.08
2193,2004-11-24,Milan,Shakhtar,4.0,0.0,H,1706.88,1481.24
2194,2004-12-07,Celtic,Milan,0.0,0.0,D,1442.52,1695.44
2197,2005-04-06,Milan,Internazionale,2.0,0.0,H,1709.92,1632.16
2198,2005-04-12,Internazionale,Milan,0.0,3.0,A,1613.76,1728.32
2199,2005-04-26,Milan,PSV,2.0,0.0,H,1734.16,1465.96
2200,2005-05-04,PSV,Milan,3.0,1.0,H,1497.08,1703.04
2202,2004-08-11,Basel,Internazionale,1.0,1.0,D,1537.64,1612.16
2203,2004-08-24,Internazionale,Basel,4.0,1.0,H,1625.28,1524.52
2204,2004-09-14,Internazionale,Werder Bremen,2.0,0.0,H,1639.2,1552.56
2205,2004-09-29,Anderlecht,Internazionale,1.0,3.0,A,1429.44,1651.16
2206,2004-10-20,Valencia,Internazionale,1.0,5.0,A,1553.92,1669.48
2207,2004-11-02,Internazionale,Valencia,0.0,0.0,D,1660.6,1562.8
2208,2004-11-24,Werder Bremen,Internazionale,1.0,1.0,D,1555.88,1657.28
2209,2004-12-07,Internazionale,Anderlecht,3.0,0.0,H,1664.0,1422.72
2210,2005-02-23,Porto,Internazionale,1.0,1.0,D,1520.32,1658.44
2211,2005-03-15,Internazionale,Porto,3.0,1.0,H,1668.56,1510.2
2214,2003-09-16,Milan,Ajax,1.0,0.0,H,1713.64,1565.44
2215,2003-10-01,Celta Vigo,Milan,0.0,0.0,D,1485.68,1703.76
2216,2003-10-22,Milan,Club Brugge,0.0,1.0,A,1668.84,1454.08
2217,2003-11-04,Club Brugge,Milan,0.0,1.0,A,1442.92,1680.0
2218,2003-11-26,Ajax,Milan,0.0,1.0,A,1549.12,1696.32
2219,2003-12-09,Milan,Celta Vigo,1.0,2.0,A,1663.6,1518.4
2220,2004-02-24,Sparta Prague,Milan,0.0,0.0,D,1405.16,1652.4
2221,2004-03-10,Milan,Sparta Prague,4.0,1.0,H,1658.52,1399.04
2222,2004-03-23,Milan,La Coruña,4.0,1.0,H,1673.32,1601.48
2223,2004-04-07,La Coruña,Milan,4.0,0.0,H,1622.72,1652.08
2224,2003-09-17,Juventus,Galatasaray,2.0,1.0,H,1740.68,1516.64
2225,2003-09-30,Olympiacos,Juventus,1.0,2.0,A,1477.92,1750.16
2226,2003-10-21,Juventus,Real Sociedad,4.0,2.0,H,1755.84,1481.32
2227,2003-11-05,Real Sociedad,Juventus,0.0,0.0,D,1492.72,1744.44
2228,2003-12-02,Galatasaray,Juventus,2.0,0.0,H,1546.08,1715.0
2229,2003-12-10,Juventus,Olympiacos,7.0,0.0,H,1721.44,1471.48
2230,2004-02-25,La Coruña,Juventus,1.0,0.0,H,1645.52,1698.64
2231,2004-03-09,Juventus,La Coruña,0.0,1.0,A,1672.88,1671.28
2233,2003-09-30,Internazionale,Dynamo Kyiv,2.0,1.0,H,1676.76,1475.4
2234,2003-10-21,Loko Moscow,Internazionale,3.0,0.0,H,1482.2,1647.52
2235,2003-11-05,Internazionale,Loko Moscow,1.0,1.0,D,1636.52,1493.2
2237,2003-12-10,Dynamo Kyiv,Internazionale,1.0,1.0,D,1481.6,1630.32
2238,2002-09-18,Feyenoord,Juventus,1.0,1.0,D,1454.76,1663.48
2239,2002-09-24,Juventus,Dynamo Kyiv,5.0,0.0,H,1671.8,1473.28
2240,2002-10-01,Juventus,Newcastle Utd,2.0,0.0,H,1680.68,1495.52
2241,2002-10-23,Newcastle Utd,Juventus,1.0,0.0,H,1522.92,1653.28
2242,2002-10-29,Juventus,Feyenoord,2.0,0.0,H,1661.0,1447.04
2243,2002-11-13,Dynamo Kyiv,Juventus,1.0,2.0,A,1460.8,1673.48
2244,2002-11-26,La Coruña,Juventus,2.0,2.0,D,1668.56,1676.2
2245,2002-12-11,Juventus,Basel,4.0,0.0,H,1685.72,1515.0
2248,2003-03-12,Juventus,La Coruña,3.0,2.0,H,1701.92,1652.36
2249,2003-03-18,Basel,Juventus,2.0,1.0,H,1542.48,1674.44
2255,2002-08-14,Sporting CP,Internazionale,0.0,0.0,D,1458.24,1623.2
2256,2002-08-27,Internazionale,Sporting CP,2.0,0.0,H,1632.2,1449.24
2257,2002-09-17,Rosenborg,Internazionale,2.0,2.0,D,1481.16,1626.24
2258,2002-09-25,Internazionale,Ajax,1.0,0.0,H,1639.24,1536.12
2259,2002-10-02,Internazionale,Lyon,1.0,2.0,A,1612.64,1596.76
2260,2002-10-22,Lyon,Internazionale,3.0,3.0,D,1594.8,1614.6
2261,2002-10-30,Internazionale,Rosenborg,3.0,0.0,H,1624.92,1470.84
2262,2002-11-12,Ajax,Internazionale,1.0,2.0,A,1518.36,1642.68
2263,2002-11-27,Newcastle Utd,Internazionale,1.0,4.0,A,1506.88,1658.72
2264,2002-12-10,Internazionale,Leverkusen,3.0,2.0,H,1667.44,1478.12
2267,2003-03-11,Internazionale,Newcastle Utd,2.0,2.0,D,1656.6,1517.72
2268,2003-03-19,Leverkusen,Internazionale,0.0,2.0,A,1465.2,1669.52
2269,2003-04-09,Internazionale,Valencia,1.0,0.0,H,1681.08,1551.24
2270,2003-04-22,Valencia,Internazionale,2.0,1.0,H,1575.76,1656.56
2271,2003-05-07,Milan,Internazionale,0.0,0.0,D,1649.48,1659.16
2272,2003-05-13,Internazionale,Milan,1.0,1.0,D,1655.76,1652.88
2273,2002-08-14,Milan,Slovan Liberec,1.0,0.0,H,1662.36,1490.52
2274,2002-08-28,Slovan Liberec,Milan,2.0,1.0,H,1517.24,1635.64
2275,2002-09-18,Milan,Lens,2.0,1.0,H,1647.04,1514.16
2276,2002-09-24,La Coruña,Milan,0.0,4.0,A,1629.2,1670.2
2277,2002-10-01,Bayern Munich,Milan,1.0,2.0,A,1656.2,1693.6
2278,2002-10-23,Milan,Bayern Munich,2.0,1.0,H,1708.68,1641.12
2279,2002-10-29,Lens,Milan,2.0,1.0,H,1542.04,1680.8
2280,2002-11-13,Milan,La Coruña,1.0,2.0,A,1655.12,1654.88
2282,2002-12-11,Dortmund,Milan,0.0,1.0,A,1551.84,1673.08
2283,2003-02-19,Milan,Loko Moscow,1.0,0.0,H,1681.48,1484.8
2284,2003-02-25,Loko Moscow,Milan,0.0,1.0,A,1472.76,1693.52
2286,2003-03-18,Milan,Dortmund,0.0,1.0,A,1663.48,1581.88
2287,2003-04-08,Ajax,Milan,0.0,0.0,D,1523.72,1658.12
2288,2003-04-23,Milan,Ajax,3.0,2.0,H,1668.4,1513.44
2292,2001-09-18,Juventus,Celtic,3.0,2.0,H,1681.04,1435.92
2293,2001-09-25,Rosenborg,Juventus,1.0,1.0,D,1479.44,1672.44
2294,2001-10-10,Porto,Juventus,0.0,0.0,D,1516.44,1666.2
2295,2001-10-17,Juventus,Rosenborg,1.0,0.0,H,1674.36,1471.28
2296,2001-10-23,Juventus,Porto,3.0,1.0,H,1683.64,1507.16
2297,2001-10-31,Celtic,Juventus,4.0,3.0,H,1466.2,1653.36
2298,2001-11-29,Juventus,Leverkusen,4.0,0.0,H,1661.44,1457.12
2300,2002-02-19,Juventus,La Coruña,0.0,0.0,D,1658.2,1658.12
2301,2002-02-27,La Coruña,Juventus,2.0,0.0,H,1675.28,1641.04
2302,2002-03-12,Leverkusen,Juventus,3.0,1.0,H,1484.48,1613.68
2304,2000-09-13,Hamburger SV,Juventus,4.0,4.0,D,1479.36,1608.64
2305,2000-09-19,Juventus,Panathinaikos,2.0,1.0,H,1619.44,1475.36
2306,2000-09-26,Juventus,La Coruña,0.0,0.0,D,1619.76,1674.96
2307,2000-10-18,La Coruña,Juventus,1.0,1.0,D,1669.08,1625.64
2308,2000-10-24,Juventus,Hamburger SV,1.0,3.0,A,1595.4,1509.6
2309,2000-11-08,Panathinaikos,Juventus,3.0,1.0,H,1499.32,1571.44
2310,2000-08-09,Helsingborg,Internazionale,1.0,0.0,H,1522.0,1629.64
2311,2000-08-23,Internazionale,Helsingborg,0.0,0.0,D,1621.16,1530.48
2312,2000-08-09,Milan,Dinamo Zagreb,3.0,1.0,H,1673.72,1387.2
2313,2000-08-22,Dinamo Zagreb,Milan,0.0,3.0,A,1379.04,1681.88
2314,2000-09-13,Milan,Beşiktaş,4.0,1.0,H,1692.2,1537.6
2315,2000-09-19,Leeds United,Milan,1.0,0.0,H,1510.68,1663.6
2318,2000-10-24,Beşiktaş,Milan,0.0,2.0,A,1521.92,1679.28
2319,2000-11-08,Milan,Leeds United,1.0,1.0,D,1668.12,1521.84
2320,2000-11-21,Milan,Galatasaray,2.0,2.0,D,1658.96,1555.24
2321,2000-12-06,La Coruña,Milan,0.0,1.0,A,1645.64,1682.4
2324,2001-03-07,Galatasaray,Milan,2.0,0.0,H,1579.6,1658.04
2325,2001-03-13,Milan,La Coruña,1.0,1.0,D,1654.48,1649.2
2327,1999-09-21,Milan,Galatasaray,2.0,1.0,H,1667.6,1566.48
2328,1999-09-28,Milan,Hertha BSC,1.0,1.0,D,1657.0,1523.56
2329,1999-10-20,Hertha BSC,Milan,1.0,0.0,H,1548.28,1632.28
2331,1999-11-03,Galatasaray,Milan,3.0,2.0,H,1587.4,1611.36
2332,1998-09-16,Juventus,Galatasaray,2.0,2.0,D,1569.48,1589.36
2333,1998-09-30,Rosenborg,Juventus,1.0,1.0,D,1474.04,1566.72
2334,1998-10-21,Athletic Club,Juventus,0.0,0.0,D,1500.96,1565.76
2335,1998-11-04,Juventus,Athletic Club,1.0,1.0,D,1559.4,1507.32
2336,1998-12-02,Galatasaray,Juventus,1.0,1.0,D,1584.84,1563.92
2337,1998-12-09,Juventus,Rosenborg,2.0,0.0,H,1576.28,1461.68
2338,1999-03-03,Juventus,Olympiacos,2.0,1.0,H,1587.92,1459.84
2339,1999-03-17,Olympiacos,Juventus,1.0,1.0,D,1464.28,1583.48
2342,1998-08-12,Internazionale,Skonto FC,4.0,0.0,H,1631.04,1468.08
2343,1998-08-26,Skonto FC,Internazionale,1.0,3.0,A,1454.36,1644.76
2345,1998-09-30,Internazionale,Sturm Graz,1.0,0.0,H,1651.92,1422.8
2346,1998-10-21,Internazionale,Spartak Moscow,2.0,1.0,H,1659.64,1445.92
2347,1998-11-04,Spartak Moscow,Internazionale,1.0,1.0,D,1454.72,1650.84
2349,1998-12-09,Sturm Graz,Internazionale,0.0,2.0,A,1412.24,1661.4
2352,1997-09-17,Juventus,Feyenoord,5.0,1.0,H,1593.68,1436.84
2354,1997-10-22,Košice,Juventus,0.0,1.0,A,1463.88,1610.08
2355,1997-11-05,Juventus,Košice,3.0,2.0,H,1619.84,1454.12
2356,1997-11-26,Feyenoord,Juventus,2.0,0.0,H,1464.16,1592.52
2358,1998-03-04,Juventus,Dynamo Kyiv,1.0,1.0,D,1582.92,1470.4
2359,1998-03-18,Dynamo Kyiv,Juventus,1.0,4.0,A,1453.96,1599.36
2360,1998-04-01,Juventus,Monaco,4.0,1.0,H,1612.4,1509.8
2361,1998-04-15,Monaco,Juventus,3.0,2.0,H,1532.8,1589.4
2364,1996-09-25,Fenerbahçe,Juventus,0.0,1.0,A,1469.56,1606.36
2365,1996-10-16,Rapid Wien,Juventus,1.0,1.0,D,1459.96,1600.64
2366,1996-10-30,Juventus,Rapid Wien,5.0,0.0,H,1610.64,1449.96
2368,1996-12-04,Juventus,Fenerbahçe,2.0,0.0,H,1620.64,1459.56
2369,1997-03-05,Rosenborg,Juventus,1.0,1.0,D,1467.76,1614.56
2370,1997-03-19,Juventus,Rosenborg,2.0,0.0,H,1624.32,1458.0
2371,1997-04-09,Ajax,Juventus,1.0,2.0,A,1496.92,1640.84
2372,1997-04-23,Juventus,Ajax,4.0,1.0,H,1650.72,1487.04
2374,1996-09-11,Milan,Porto,2.0,3.0,A,1583.04,1535.48
2375,1996-09-25,Rosenborg,Milan,1.0,4.0,A,1442.24,1598.8
2376,1996-10-16,Göteborg,Milan,2.0,1.0,H,1532.88,1576.6
2377,1996-10-30,Milan,Göteborg,4.0,2.0,H,1591.32,1518.16
2378,1996-11-20,Porto,Milan,1.0,1.0,D,1535.8,1591.0
2379,1996-12-04,Milan,Rosenborg,1.0,2.0,A,1560.68,1472.56
2380,1995-09-13,Dortmund,Juventus,1.0,3.0,A,1562.96,1669.64
2381,1995-09-27,Juventus,Steaua,3.0,0.0,H,1675.88,1420.24
2382,1995-10-18,Juventus,Rangers,4.0,1.0,H,1682.28,1431.76
2383,1995-11-01,Rangers,Juventus,0.0,4.0,A,1422.16,1691.88
2384,1995-11-22,Juventus,Dortmund,1.0,2.0,A,1662.4,1592.44
2385,1995-12-06,Steaua,Juventus,0.0,0.0,D,1430.28,1652.36
2388,1996-04-03,Juventus,Nantes,2.0,0.0,H,1661.64,1485.24
2389,1996-04-17,Nantes,Juventus,3.0,2.0,H,1512.2,1634.68
2391,1994-09-14,Ajax,Milan,2.0,0.0,H,1508.4,1539.32
2392,1994-09-28,Milan,Austria Salzburg,3.0,0.0,H,1554.28,1485.04
2393,1994-10-19,AEK Athens,Milan,0.0,0.0,D,1531.92,1555.96
2394,1994-11-02,Milan,AEK Athens,2.0,1.0,H,1571.76,1516.12
2395,1994-11-23,Milan,Ajax,0.0,2.0,A,1545.44,1534.72
2396,1994-12-07,Austria Salzburg,Milan,0.0,1.0,A,1465.64,1564.84
2397,1995-03-01,Milan,Benfica,2.0,0.0,H,1583.32,1569.8
2398,1995-03-15,Benfica,Milan,0.0,0.0,D,1567.72,1585.4
2399,1995-04-05,Paris Saint Germain,Milan,0.0,1.0,A,1601.96,1610.56
2400,1995-04-19,Milan,Paris Saint Germain,2.0,0.0,H,1627.2,1585.32
2402,1993-09-15,Aarau,Milan,0.0,1.0,A,1484.36,1642.84
2403,1993-09-29,Milan,Aarau,0.0,0.0,D,1632.08,1495.12
2404,1993-10-20,FC Copenhagen,Milan,0.0,6.0,A,1482.28,1647.32
2405,1993-11-03,Milan,FC Copenhagen,1.0,0.0,H,1656.32,1473.28
2406,1993-11-24,Anderlecht,Milan,0.0,0.0,D,1432.4,1646.64
2407,1993-12-01,Milan,Porto,3.0,0.0,H,1658.0,1524.44
2408,1994-03-02,Milan,Werder Bremen,2.0,1.0,H,1669.76,1544.12
2409,1994-03-16,Werder Bremen,Milan,1.0,1.0,D,1548.4,1665.48
2410,1994-03-30,Milan,Anderlecht,0.0,0.0,D,1652.04,1445.84
2411,1994-04-13,Porto,Milan,0.0,0.0,D,1528.84,1647.64
2412,1994-04-27,Milan,Monaco,3.0,0.0,H,1658.8,1521.64
2416,2022-10-04,Bayern Munich,Viktoria Plzeň,5.0,0.0,H,1647.16,1385.44
2417,2022-10-12,Viktoria Plzeň,Bayern Munich,2.0,4.0,A,1376.32,1656.28
2424,2022-09-06,Dortmund,FC Copenhagen,3.0,0.0,H,1603.4,1462.32
2426,2022-10-05,Sevilla,Dortmund,1.0,4.0,A,1502.88,1621.56
2427,2022-10-11,Dortmund,Sevilla,1.0,1.0,D,1612.56,1511.88
2429,2022-11-02,FC Copenhagen,Dortmund,1.0,1.0,D,1467.92,1606.96
2433,2021-09-29,Bayern Munich,Dynamo Kyiv,5.0,0.0,H,1663.88,1446.36
2434,2021-10-20,Benfica,Bayern Munich,0.0,4.0,A,1550.36,1681.24
2435,2021-11-02,Bayern Munich,Benfica,5.0,2.0,H,1691.68,1539.92
2436,2021-11-23,Dynamo Kyiv,Bayern Munich,1.0,2.0,A,1436.56,1701.48
2438,2022-02-16,RB Salzburg,Bayern Munich,1.0,1.0,D,1432.12,1689.84
2439,2022-03-08,Bayern Munich,RB Salzburg,7.0,1.0,H,1695.64,1426.32
2440,2022-04-06,Villarreal,Bayern Munich,1.0,0.0,H,1541.84,1668.44
2441,2022-04-12,Bayern Munich,Villarreal,1.0,1.0,D,1659.08,1551.2
2442,2021-09-15,Beşiktaş,Dortmund,1.0,2.0,A,1503.92,1624.96
2443,2021-09-28,Dortmund,Sporting CP,1.0,0.0,H,1633.52,1440.68
